Account_number,PORTFOLIO,SSN,Phone No. ,City,State,Account Open Date,Loan_amount,Origination_fico_score,Current_fico_score,Current_outstanding
38673824,CREDIT CARD,294-15-0587,215-284-4224,Clarington,PA,2018-03-02,32455,759,807,7464.650000000001
38673825,CREDIT CARD,489-29-1431,212-872-3188,Kiamesha Lake,NY,2019-08-04,52296,757,748,15688.8
38673826,MORTGAGE,044-15-5944,802-426-4796,Woodstock,VT,2019-09-03,224972,815,836,11248.6
38673827,CREDIT CARD,630-31-3817,319-462-1994,Bradford,IA,2018-02-26,46578,755,769,17233.86
38673828,MORTGAGE,200-84-4906,236-804-5821,Mineral,VA,2021-05-16,730940,682,731,292376.0
38673829,MORTGAGE,160-86-1843,423-790-3071,Oldfort,TN,2021-08-24,697505,733,768,320852.3
38673830,MORTGAGE,328-11-3450,319-504-6444,Alburnett,IA,2019-09-23,586324,680,688,117264.8
38673831,MORTGAGE,303-37-5552,216-437-7205,Grelton,OH,2020-11-01,185769,702,693,29723.04
38673832,CREDIT CARD,659-24-8224,252-866-0342,Vale,NC,2021-06-13,61634,679,697,0.0
38673833,MORTGAGE,610-87-1054,212-462-2215,Albany,NY,2018-01-12,249018,685,707,4980.36
38673834,CREDIT CARD,713-18-0464,218-227-0722,Franklin,MN,2020-09-19,69923,810,827,30766.12
38673835,CREDIT CARD,438-99-5678,505-747-7947,Waterflow,NM,2021-08-24,65917,807,798,27685.14
38673836,MORTGAGE,633-31-2383,206-978-5323,Renton,WA,2019-03-24,813386,874,903,16267.720000000001
38673837,MORTGAGE,083-02-5632,206-553-1283,Tacoma,WA,2018-02-24,186377,753,751,55913.1
38673838,MORTGAGE,576-99-6092,209-713-1418,Monterey,CA,2021-08-24,842794,734,766,67423.52
38673839,MORTGAGE,729-28-6155,308-367-1134,Roseland,NE,2018-05-18,293305,856,854,67460.15000000001
38673840,CREDIT CARD,493-29-5002,252-474-0807,Palmyra,NC,2019-04-08,59013,740,770,19474.29
38673841,CREDIT CARD,300-15-4176,207-452-3441,Swans Island,ME,2020-09-16,88811,729,742,31971.96
38673842,CREDIT CARD,309-37-7724,316-309-4823,Shawnee Mission,KS,2021-08-24,26570,831,855,12753.6
38673843,MORTGAGE,198-84-3471,802-299-6178,Guildhall,VT,2020-03-02,734973,798,798,367486.5
38673844,CREDIT CARD,464-99-4486,229-613-9330,Rocky Face,GA,2018-05-24,85366,786,820,10243.92
38673845,CREDIT CARD,410-99-2316,219-875-4352,Evansville,IN,2018-09-03,91942,752,742,1838.8400000000001
38673846,CREDIT CARD,569-99-6028,212-885-9724,Millport,NY,2020-03-14,79657,849,884,9558.84
38673847,MORTGAGE,210-84-3646,304-571-4996,West Columbia,WV,2018-06-27,227005,683,675,61291.350000000006
38673848,PERSONAL LOAN,683-24-5019,319-476-5933,Galva,IA,2021-06-22,137230,703,721,49402.799999999996
38673849,CREDIT CARD,019-94-7711,210-959-2180,Abilene,TX,2018-12-26,49588,697,694,22810.48
38673850,PERSONAL LOAN,003-08-9954,210-737-7413,Garwood,TX,2019-11-28,161460,777,786,41979.6
38673851,MORTGAGE,668-48-7233,209-635-2000,Bonita,CA,2021-08-24,883224,701,745,273799.44
38673852,CREDIT CARD,394-33-1568,406-572-8154,Bighorn,MT,2019-10-28,53272,888,896,23972.4
38673853,CREDIT CARD,680-31-5057,210-271-7588,Houston,TX,2018-10-25,98036,851,887,5882.16
38673854,MORTGAGE,541-83-1735,231-686-1677,Gladstone,MI,2021-06-28,182462,688,730,43790.88
38673855,CREDIT CARD,052-02-4314,209-767-4105,San Clemente,CA,2019-02-19,70798,826,824,21239.399999999998
38673856,CREDIT CARD,244-99-4879,219-536-6032,Boone Grove,IN,2021-08-21,43811,711,725,20591.17
38673857,PERSONAL LOAN,618-87-1075,423-599-3743,Nashville,TN,2019-06-09,177703,898,904,5331.09
38673858,CREDIT CARD,592-99-1880,239-378-8804,Lake City,FL,2019-09-28,96218,691,724,2886.54
38673859,PERSONAL LOAN,699-16-9503,423-569-0725,Millington,TN,2020-04-04,101902,883,884,5095.1
38673860,CREDIT CARD,765-27-6480,803-624-2107,Richland,SC,2020-07-08,95382,707,750,31476.06
38673861,CREDIT CARD,022-92-9519,210-557-6306,Mcallen,TX,2020-07-08,87914,792,807,8791.4
38673862,MORTGAGE,344-11-4186,231-783-7585,Acme,MI,2021-03-01,139805,806,821,34951.25
38673863,MORTGAGE,456-99-6948,314-869-3773,Grain Valley,MO,2019-05-07,763530,767,757,190882.5
38673864,MORTGAGE,050-02-3681,231-620-1418,Detroit,MI,2019-11-24,767176,828,871,299198.64
38673865,MORTGAGE,289-15-6179,605-486-3443,Eden,SD,2019-05-25,751324,654,663,375662.0
38673866,MORTGAGE,233-57-0728,217-597-9309,Fults,IL,2021-01-11,721454,828,819,259723.44
38673867,CREDIT CARD,284-15-5323,423-218-7664,Nashville,TN,2019-03-20,55181,800,827,19313.35
38673868,PERSONAL LOAN,715-18-4574,405-532-1502,Sterling,OK,2020-06-26,130491,882,905,45671.85
38673869,CREDIT CARD,233-57-3869,216-349-5817,Warren,OH,2021-08-24,65363,723,752,8497.19
38673870,PERSONAL LOAN,203-84-6861,319-241-7765,Grand Junction,IA,2021-03-18,33976,780,774,13590.400000000001
38673871,MORTGAGE,457-99-2837,423-593-9313,Memphis,TN,2019-07-25,711661,659,692,249081.34999999998
38673872,CREDIT CARD,631-31-3029,339-693-2401,Framingham,MA,2021-03-15,65464,759,756,654.64
38673873,MORTGAGE,635-31-7438,423-837-6593,Nashville,TN,2019-09-09,417782,845,887,16711.28
38673874,PERSONAL LOAN,470-57-6224,202-560-9241,Washington,DC,2021-05-14,81847,697,705,15550.93
38673875,CREDIT CARD,558-99-2229,210-796-8132,Pottsville,TX,2019-05-21,72743,695,735,18913.18
38673876,CREDIT CARD,614-87-3701,270-362-6651,Covington,KY,2021-08-24,85207,682,695,40899.36
38673877,MORTGAGE,459-99-8767,406-663-1435,Shawmut,MT,2019-12-13,151733,871,865,39450.58
38673878,CREDIT CARD,751-18-5735,209-525-2527,Watsonville,CA,2019-10-24,42753,801,828,20521.44
38673879,MORTGAGE,248-99-5770,503-655-6037,Corvallis,OR,2021-08-24,829374,701,699,257105.94
38673880,CREDIT CARD,602-87-7023,270-222-9294,Lexington,KY,2019-02-14,72908,660,682,22601.48
38673881,CREDIT CARD,618-87-1768,217-967-8505,Ellsworth,IL,2019-06-13,64341,869,896,24449.58
38673882,PERSONAL LOAN,218-89-0595,239-731-8911,Sarasota,FL,2018-10-01,96472,671,703,16400.24
38673883,MORTGAGE,772-02-0262,319-520-7440,Hartley,IA,2020-09-12,969660,826,837,484830.0
38673884,PERSONAL LOAN,400-73-4213,314-381-7867,Meadville,MO,2019-05-10,133942,703,712,37503.76
38673885,CREDIT CARD,214-91-7380,240-913-8470,Burkittsville,MD,2021-02-19,25068,775,785,8021.76
38673886,PERSONAL LOAN,655-36-9285,240-701-2184,Westminster,MD,2018-01-16,86935,705,699,35643.35
38673887,MORTGAGE,383-37-2036,239-770-9257,Riverview,FL,2020-08-10,970167,766,756,407470.14
38673888,MORTGAGE,479-41-2267,212-972-2411,Spencerport,NY,2018-05-22,666050,712,755,6660.5
38673889,CREDIT CARD,316-35-8579,803-491-4493,Columbia,SC,2020-06-26,65495,897,894,3274.75
38673890,MORTGAGE,275-17-8567,319-378-8633,Toddville,IA,2019-03-08,115299,812,825,40354.649999999994
38673891,MORTGAGE,495-29-1959,231-805-0902,Seneca,MI,2021-08-15,763893,821,847,68750.37
38673892,PERSONAL LOAN,403-73-8961,209-653-5463,Fresno,CA,2019-11-04,95946,791,810,45094.619999999995
38673893,MORTGAGE,158-23-5371,215-616-2237,New Brighton,PA,2020-01-01,641971,892,934,276047.52999999997
38673894,CREDIT CARD,573-99-8487,314-434-7048,Franklin,MO,2021-08-24,44196,678,711,20330.16
38673895,MORTGAGE,291-15-0425,228-954-4287,Hermanville,MS,2020-06-13,250397,835,842,60095.28
38673896,MORTGAGE,396-33-7858,319-808-2064,Springbrook,IA,2020-02-13,230834,760,767,13850.039999999999
38673897,MORTGAGE,198-84-9789,236-226-9867,Oak Hall,VA,2021-01-20,460872,892,920,225827.28
38673898,CREDIT CARD,296-15-7369,215-665-8718,Nesquehoning,PA,2018-02-11,42125,886,894,16007.5
38673899,MORTGAGE,526-99-2360,217-267-3828,Tinley Park,IL,2020-02-10,705892,827,858,162355.16
38673900,MORTGAGE,554-99-3298,701-845-9751,Dawson,ND,2019-03-11,389774,781,814,190989.26
38673901,PERSONAL LOAN,569-99-0904,229-787-8047,Norcross,GA,2019-07-24,170149,744,792,85074.5
38673902,CREDIT CARD,714-18-6819,210-591-7432,Houston,TX,2019-02-11,71435,841,876,31431.4
38673903,MORTGAGE,535-71-2224,203-723-6438,Colchester,CT,2020-05-15,539483,667,717,43158.64
38673904,CREDIT CARD,111-98-5402,201-897-8564,Gladstone,NJ,2021-01-18,44179,821,816,12370.12
38673905,PERSONAL LOAN,357-08-9811,239-587-9941,Longboat Key,FL,2019-08-26,81943,721,747,40152.07
38673906,CREDIT CARD,327-11-6725,217-758-9479,Chicago,IL,2018-12-01,55992,877,874,7278.96
38673907,MORTGAGE,465-99-9004,210-522-1532,Sidney,TX,2018-03-17,802255,844,864,208586.30000000002
38673908,CREDIT CARD,438-99-5074,212-222-1043,Gilboa,NY,2019-10-19,29868,760,804,6570.96
38673909,CREDIT CARD,594-99-4643,406-642-1214,Ethridge,MT,2019-10-14,29253,818,868,7898.31
38673910,CREDIT CARD,175-86-0256,209-637-3649,Brownsville,CA,2019-04-05,40310,830,833,2418.6
38673911,CREDIT CARD,535-71-1224,240-391-1023,Charlestown,MD,2020-02-24,96298,736,774,15407.68
38673912,PERSONAL LOAN,522-99-8998,212-403-2226,Apalachin,NY,2018-05-19,44923,871,864,15273.820000000002
38673913,PERSONAL LOAN,498-29-5559,218-790-0028,Storden,MN,2021-08-24,132653,745,771,51734.67
38673914,MORTGAGE,038-74-8862,239-523-1231,West Palm Beach,FL,2018-11-20,795781,707,707,87535.91
38673915,PERSONAL LOAN,296-15-1932,209-384-9325,Newbury Park,CA,2018-12-10,51791,716,732,3107.46
38673916,MORTGAGE,761-12-4642,210-749-9651,Katy,TX,2021-05-10,939457,884,882,263047.96
38673917,CREDIT CARD,502-37-9752,206-696-7048,Satsop,WA,2018-08-27,26592,702,693,4254.72
38673918,MORTGAGE,710-18-7275,218-737-6011,Hanover,MN,2021-08-24,158375,689,688,25340.0
38673919,MORTGAGE,108-98-3713,405-776-3355,Stillwater,OK,2018-10-25,800685,766,777,96082.2
38673920,CREDIT CARD,623-85-5250,212-593-3360,Rockville Centre,NY,2020-04-26,49631,730,776,7444.65
38673921,MORTGAGE,712-18-6446,210-350-5438,Tarpley,TX,2019-09-23,778839,698,731,186921.36
38673922,PERSONAL LOAN,215-91-8507,316-425-4282,Ogallah,KS,2020-12-22,33083,664,684,8601.58
38673923,MORTGAGE,406-73-3681,505-670-2523,Santa Fe,NM,2021-02-21,956944,769,803,306222.08
38673924,CREDIT CARD,299-15-4852,215-893-5890,Marienville,PA,2019-12-13,26713,716,746,7746.7699999999995
38673925,CREDIT CARD,198-84-1896,239-966-0864,Daytona Beach,FL,2018-02-23,78288,848,892,11743.199999999999
38673926,MORTGAGE,639-29-8853,207-558-4831,South Gouldsboro,ME,2020-12-03,427068,757,798,115308.36
38673927,PERSONAL LOAN,187-86-8480,217-692-8745,Granville,IL,2018-06-13,114368,704,739,34310.4
38673928,CREDIT CARD,554-99-3257,228-732-2281,Lyon,MS,2020-03-24,93939,744,753,15969.630000000001
38673929,MORTGAGE,717-18-4387,503-483-1487,Fort Klamath,OR,2020-09-20,851758,878,903,425879.0
38673930,PERSONAL LOAN,531-71-2887,212-430-8947,Allentown,NY,2018-04-06,172051,746,763,60217.85
38673931,MORTGAGE,027-92-9289,217-995-6435,Hinsdale,IL,2020-03-28,570456,805,814,211068.72
38673932,CREDIT CARD,544-81-1056,231-218-0071,Iron River,MI,2021-03-19,38763,818,851,0.0
38673933,PERSONAL LOAN,710-18-9238,319-266-7972,Minburn,IA,2020-09-13,154168,885,879,70917.28
38673934,PERSONAL LOAN,208-84-8466,405-764-0421,Tulsa,OK,2021-02-11,111465,850,896,41242.05
38673935,MORTGAGE,574-61-6816,225-956-2508,Lacassine,LA,2020-06-02,244284,806,825,21985.559999999998
38673936,MORTGAGE,073-02-4621,216-285-9298,Rocky Ridge,OH,2021-07-12,348119,884,879,6962.38
38673937,PERSONAL LOAN,588-09-3796,209-304-3485,Chinese Camp,CA,2020-03-15,40940,826,833,17194.8
38673938,MORTGAGE,265-99-1728,339-404-5539,Foxboro,MA,2018-03-08,854754,878,888,128213.09999999999
38673939,MORTGAGE,286-15-6298,802-576-6376,Hinesburg,VT,2020-08-10,367664,654,672,147065.6
38673940,CREDIT CARD,309-37-1106,239-391-2505,Homestead,FL,2018-07-03,66908,899,942,20741.48
38673941,PERSONAL LOAN,433-99-2443,231-912-3687,Bloomfield Hills,MI,2021-08-24,166667,871,880,50000.1
38673942,MORTGAGE,026-92-2092,215-321-3092,Tuscarora,PA,2018-07-26,543739,660,673,201183.43
38673943,MORTGAGE,702-18-2508,209-482-9954,Napa,CA,2018-11-20,118249,885,913,27197.27
38673944,MORTGAGE,066-02-3445,217-319-4728,Chicago,IL,2020-07-18,779475,771,775,54563.25000000001
38673945,CREDIT CARD,044-15-1588,217-229-6744,Stonington,IL,2019-03-18,59864,883,876,8380.960000000001
38673946,PERSONAL LOAN,591-99-7256,405-812-4369,Grant,OK,2020-03-02,147994,767,802,32558.68
38673947,MORTGAGE,424-65-4746,207-626-7656,Whiting,ME,2021-04-10,790261,815,855,395130.5
38673948,PERSONAL LOAN,289-15-5353,907-277-3506,Denali National Park,AK,2019-06-08,35946,729,759,13300.02
38673949,PERSONAL LOAN,400-73-4673,215-320-3321,Elizabethville,PA,2021-02-09,166389,871,879,29950.02
38673950,CREDIT CARD,315-35-8204,217-796-3159,Scales Mound,IL,2018-03-21,60270,799,791,21094.5
38673951,MORTGAGE,373-37-1845,202-786-6397,Washington,DC,2021-05-09,675197,691,701,114783.49
38673952,PERSONAL LOAN,300-15-6329,205-999-8879,Elberta,AL,2019-04-13,164893,654,693,74201.85
38673953,MORTGAGE,679-20-7174,206-475-6579,Tacoma,WA,2021-05-15,417721,899,889,154556.77
38673954,CREDIT CARD,048-15-4199,210-719-5751,Kemah,TX,2020-10-20,30049,767,793,5408.82
38673955,MORTGAGE,049-15-7170,231-563-5590,Boyne Falls,MI,2018-02-03,475396,830,824,19015.84
38673956,MORTGAGE,054-02-6649,209-542-3387,Grand Terrace,CA,2020-06-19,217281,745,742,15209.670000000002
38673957,CREDIT CARD,509-33-1595,423-806-2185,Columbia,TN,2018-11-23,48857,656,705,5374.27
38673958,CREDIT CARD,172-86-7783,218-953-0934,Sauk Rapids,MN,2019-03-23,97564,753,794,16585.88
38673959,CREDIT CARD,529-99-3617,205-684-7149,Valley,AL,2020-08-03,47967,707,729,479.67
38673960,CREDIT CARD,148-23-2376,201-290-2068,Ocean City,NJ,2021-08-24,37183,680,722,8923.92
38673961,CREDIT CARD,701-18-2471,208-355-8301,Blanchard,ID,2020-08-24,92218,896,931,45186.82
38673962,MORTGAGE,556-99-9782,319-893-9996,Des Moines,IA,2019-10-19,700973,848,882,322447.58
38673963,MORTGAGE,683-24-8612,423-502-5489,Duff,TN,2020-05-04,481672,670,676,72250.8
38673964,PERSONAL LOAN,308-37-0347,231-251-2460,Lake Orion,MI,2019-05-15,162543,810,820,30883.170000000002
38673965,MORTGAGE,277-17-1371,212-385-5592,Andover,NY,2018-02-24,338512,756,752,115094.08
38673966,MORTGAGE,583-99-4303,270-859-6728,Harold,KY,2020-01-06,720546,862,866,244985.64
38673967,MORTGAGE,210-84-9113,228-392-7523,Poplarville,MS,2021-08-24,941444,744,744,150631.04
38673968,MORTGAGE,129-98-3186,215-559-4603,Pittsburgh,PA,2019-09-13,350771,892,907,56123.36
38673969,CREDIT CARD,197-84-1893,215-987-7223,Temple,PA,2018-10-24,49256,656,655,8373.52
38673970,CREDIT CARD,651-62-3733,239-997-7418,Marathon,FL,2018-03-20,53315,888,905,3198.9
38673971,CREDIT CARD,412-99-6609,262-758-2666,Brooklyn,WI,2018-06-01,63416,758,795,31073.84
38673972,CREDIT CARD,612-87-4296,215-770-1037,Sagamore,PA,2020-09-23,32606,807,826,9455.74
38673973,PERSONAL LOAN,367-39-4666,252-773-8856,Dobson,NC,2021-08-24,31364,677,680,313.64
38673974,PERSONAL LOAN,654-38-3741,262-378-0856,Sister Bay,WI,2021-08-24,83188,867,909,21628.88
38673975,MORTGAGE,364-39-2122,236-826-2831,Manassas,VA,2020-04-02,254307,703,696,122067.36
38673976,CREDIT CARD,374-37-2861,209-770-6800,Chilcoot,CA,2018-07-12,91468,680,717,21952.32
38673977,CREDIT CARD,378-37-2352,307-985-8656,Savery,WY,2021-03-16,40965,765,805,10650.9
38673978,CREDIT CARD,769-02-8277,217-898-8328,Flanagan,IL,2019-12-13,80670,883,881,4033.5
38673979,CREDIT CARD,768-02-1202,209-747-2433,Fawnskin,CA,2018-01-22,88673,890,940,31922.28
38673980,CREDIT CARD,169-86-8848,252-365-9431,Clayton,NC,2019-10-05,52832,888,937,16377.92
38673981,MORTGAGE,293-15-4643,316-686-7288,Smith Center,KS,2018-05-25,470549,799,845,23527.45
38673982,PERSONAL LOAN,607-87-4574,423-677-3628,Ridgely,TN,2019-11-16,157063,840,857,64395.829999999994
38673983,CREDIT CARD,041-15-8932,406-700-8385,Kalispell,MT,2020-03-07,28833,763,813,4324.95
38673984,MORTGAGE,644-29-8003,503-689-8969,Portland,OR,2020-09-05,206706,824,855,22737.66
38673985,CREDIT CARD,590-99-3264,210-565-7915,Point,TX,2021-08-24,90173,891,924,0.0
38673986,CREDIT CARD,141-23-8142,307-361-3041,Manville,WY,2020-02-23,67055,736,729,32186.399999999998
38673987,PERSONAL LOAN,564-99-4928,228-685-0103,Banner,MS,2018-03-16,192933,746,755,90678.51
38673988,PERSONAL LOAN,053-02-6856,252-401-7954,Pleasant Garden,NC,2019-06-10,32132,700,709,15423.359999999999
38673989,MORTGAGE,716-18-6967,239-938-6201,Tampa,FL,2018-04-28,830645,813,828,191048.35
38673990,CREDIT CARD,294-15-7777,239-921-5357,Clarksville,FL,2018-02-25,90647,780,792,27194.1
38673991,PERSONAL LOAN,174-86-8333,406-330-9498,Bozeman,MT,2020-10-10,193003,884,916,38600.6
38673992,MORTGAGE,318-11-7714,262-283-1425,Laona,WI,2018-11-04,950387,688,684,76030.96
38673993,MORTGAGE,541-83-6541,480-743-0312,Scottsdale,AZ,2021-08-24,723884,806,805,50671.880000000005
38673994,CREDIT CARD,767-02-0555,205-952-1866,Montgomery,AL,2018-10-19,49035,739,739,11278.050000000001
38673995,MORTGAGE,593-99-2827,210-787-0988,El Paso,TX,2021-05-01,836574,768,804,158949.06
38673996,CREDIT CARD,213-91-3671,319-844-6920,Conesville,IA,2019-09-23,94292,862,904,47146.0
38673997,MORTGAGE,401-73-9802,212-446-0909,South Butler,NY,2021-08-24,622787,772,762,211747.58000000002
38673998,CREDIT CARD,708-18-6829,210-976-6356,Dallas,TX,2018-09-19,50631,895,939,24809.19
38673999,CREDIT CARD,571-99-1615,212-533-1484,Middle Village,NY,2019-10-24,50435,735,731,2521.75
38674000,MORTGAGE,664-22-3596,215-817-4478,Chambersville,PA,2020-06-14,857386,705,752,145755.62000000002
38674001,MORTGAGE,318-11-6600,207-935-1157,Whiting,ME,2019-05-01,121983,761,757,53672.52
38674002,MORTGAGE,360-08-5240,605-837-5118,Hermosa,SD,2020-04-28,971387,829,827,77710.96
38674003,CREDIT CARD,455-99-2438,229-369-0401,Cordele,GA,2020-04-14,84586,703,729,13533.76
38674004,MORTGAGE,210-84-7143,231-559-6639,Greenland,MI,2020-06-20,695143,811,852,285008.63
38674005,CREDIT CARD,002-11-3813,702-825-6721,Gardnerville,NV,2019-06-08,39918,781,818,2395.08
38674006,CREDIT CARD,179-86-7705,215-607-6939,New Bedford,PA,2021-08-24,32973,678,699,6924.33
38674007,PERSONAL LOAN,658-36-2566,209-923-9652,Strathmore,CA,2019-06-02,73483,842,845,3674.15
38674008,CREDIT CARD,309-37-9748,212-655-8442,Sangerfield,NY,2020-04-06,64160,748,739,28230.4
38674009,PERSONAL LOAN,381-37-0353,215-656-5764,Uwchland,PA,2019-07-08,73257,808,831,12453.69
38674010,CREDIT CARD,133-98-4426,209-681-3109,Cutten,CA,2021-07-07,63744,715,716,10199.04
38674011,MORTGAGE,152-23-3800,262-646-3654,Peshtigo,WI,2019-06-23,765113,745,752,38255.65
38674012,MORTGAGE,008-94-7626,605-213-7426,Davis,SD,2020-04-10,796220,742,749,103508.6
38674013,CREDIT CARD,554-99-2162,406-892-8951,Dodson,MT,2018-07-12,80633,674,683,21770.91
38674014,CREDIT CARD,460-99-8882,303-580-7416,Littleton,CO,2019-09-01,41572,807,823,15381.64
38674015,CREDIT CARD,246-99-7474,203-717-9318,Rockfall,CT,2021-08-24,58314,823,867,9913.380000000001
38674016,MORTGAGE,518-89-2774,505-465-3630,Santa Fe,NM,2020-10-26,856046,762,797,196890.58000000002
38674017,CREDIT CARD,071-02-7214,240-722-9446,Stevensville,MD,2021-06-12,97419,751,786,22406.370000000003
38674018,CREDIT CARD,124-98-2838,303-950-6150,Denver,CO,2018-09-27,45977,794,814,21149.420000000002
38674019,CREDIT CARD,047-15-9452,319-935-6060,Silver City,IA,2021-02-18,99674,781,812,22925.02
38674020,CREDIT CARD,670-48-7970,215-570-9592,Sweet Valley,PA,2020-02-08,34222,731,750,3764.42
38674021,PERSONAL LOAN,446-27-0514,215-661-2914,Brookhaven,PA,2019-04-09,42714,684,720,3417.12
38674022,CREDIT CARD,635-31-1337,252-461-8100,Advance,NC,2020-03-16,85367,782,802,33293.130000000005
38674023,CREDIT CARD,262-99-5130,205-329-5793,Elmore,AL,2021-08-24,66567,724,769,10650.72
38674024,MORTGAGE,677-22-1775,385-603-0132,Provo,UT,2020-10-09,898095,900,898,404142.75
38674025,MORTGAGE,612-87-9097,210-575-6493,Houston,TX,2021-08-24,644387,817,857,206203.84
38674026,MORTGAGE,760-12-7703,210-245-1550,Latexo,TX,2018-08-06,429734,856,886,120325.52000000002
38674027,PERSONAL LOAN,145-23-4434,314-629-6541,Unionville,MO,2021-03-23,137985,724,764,60713.4
38674028,PERSONAL LOAN,638-29-3528,423-934-4677,Hillsboro,TN,2019-09-14,122759,667,678,57696.729999999996
38674029,MORTGAGE,706-18-7033,803-539-8154,Blackstock,SC,2018-04-17,383492,654,688,0.0
38674030,CREDIT CARD,192-86-8545,603-393-7701,Concord,NH,2020-11-13,93171,743,740,2795.13
38674031,MORTGAGE,520-61-6822,316-843-4600,Peru,KS,2019-05-12,431183,869,908,77612.94
38674032,MORTGAGE,541-83-8351,236-689-5219,Cedar Bluff,VA,2018-01-17,741032,796,838,363105.68
38674033,CREDIT CARD,569-99-0419,207-652-8049,Paris,ME,2019-11-12,51022,887,911,25000.78
38674034,CREDIT CARD,520-61-8749,208-386-3230,Fruitland,ID,2021-08-24,42432,693,698,5940.4800000000005
38674035,MORTGAGE,045-15-6284,206-295-4582,Langley,WA,2019-09-04,777265,892,906,318678.64999999997
38674036,MORTGAGE,243-99-2150,218-693-4141,Minneapolis,MN,2018-05-26,969710,871,866,378186.9
38674037,CREDIT CARD,484-41-2384,239-772-9183,Evinston,FL,2021-08-24,84495,707,727,5914.650000000001
38674038,MORTGAGE,490-29-6484,423-213-1766,Smartt,TN,2019-10-05,432597,652,644,164386.86000000002
38674039,MORTGAGE,452-99-6340,270-704-0747,Letcher,KY,2019-07-06,222356,741,764,111178.0
38674040,MORTGAGE,244-99-6606,212-896-6324,North Tonawanda,NY,2020-01-19,256306,690,708,74328.73999999999
38674041,MORTGAGE,420-67-8089,308-580-7067,Utica,NE,2020-08-27,788553,893,940,78855.3
38674042,MORTGAGE,635-31-8200,209-687-9443,Vallejo,CA,2021-08-24,753011,730,734,248493.63
38674043,MORTGAGE,516-49-5041,240-313-9851,Bel Alton,MD,2019-04-10,370677,856,894,48188.01
38674044,CREDIT CARD,179-86-4188,303-374-9153,Bayfield,CO,2020-05-01,96982,681,676,28124.78
38674045,PERSONAL LOAN,058-02-9729,209-583-9707,Greenville,CA,2019-08-18,48803,733,756,14152.869999999999
38674046,MORTGAGE,241-99-3630,215-245-4895,Cassandra,PA,2021-01-14,698294,783,822,146641.74
